"YEAR","GEOID","lhs","he","sc","bm","NAME"
2024,25025140300,544.8740614,1494.1411333,1384.3703689,1496.7784729,"Census Tract 1403"
2024,25025140400,1227.61448,1341.2306,1528.47687,1660.66804,"Census Tract 1404"
2024,25025980101,0,0,0,0,"Census Tract 9801.01"
2024,25025980300,32.116742,60.8808997,5.0884496,5.1022518,"Census Tract 9803"
2024,25025980700,0.1596131,0.39440023,0.28572617,0.77607799,"Census Tract 9807"
2024,25025980900,33.4213051,9.0436894,8.2942892,39.9901863,"Census Tract 9809"
2024,25025981000,0,1.07332378,0.933333333,0.07342404,"Census Tract 9810"
2024,25025981100,22.21105133,43.44122428,19.36977461,4.95602167,"Census Tract 9811"
2024,25025981201,0,0,0,0,"Census Tract 9812.01"
2024,25025981202,0,0.4672109,0.3250163,0.1218811,"Census Tract 9812.02"
2024,25025981300,5.33013725,6.65155794,0.29089285,50.52196106,"Census Tract 9813"
2024,25025981501,1.040513669,1.36757769,0.960249871,7.195719406,"Census Tract 9815.01"
2024,25025981600,-0.076882935,-0.03381239,-0.123173707,-0.076480406,"Census Tract 9816"
2024,25025981700,0,0.07059695,0.33944896,3.12736316,"Census Tract 9817"
2024,25025981800,0,0,0.4732155,14.4603533,"Census Tract 9818"
2024,25025981900,0,0,0,0,"Census Tract 9819"
2024,25025990101,0,0,0,0,"Census Tract 9901.01"
